start result analysis from detection_results.pkl

    Compute different category objects' precision & recall 
    under different IoU
    
ClassName	Precision       	Recall          	Condition
person  	  0.326396039387	  0.431578947368	@ [catIds = 1 | IoU = 0.5:0.95]
bicycle 	   0.58496438899	  0.659729052612	@ [catIds = 2 | IoU = 0.5:0.95]
car     	  0.347980286892	  0.468789808917	@ [catIds = 3 | IoU = 0.5:0.95]
motorcycle	  0.475812135004	  0.595776850886	@ [catIds = 4 | IoU = 0.5:0.95]
airplane	  0.479231006976	  0.562125340599	@ [catIds = 5 | IoU = 0.5:0.95]
bus     	  0.675243260974	  0.743356643357	@ [catIds = 6 | IoU = 0.5:0.95]
train   	  0.683062693619	   0.75371024735	@ [catIds = 7 | IoU = 0.5:0.95]
truck   	  0.659747485749	  0.742105263158	@ [catIds = 8 | IoU = 0.5:0.95]
boat    	  0.395982954428	  0.624879227053	@ [catIds = 9 | IoU = 0.5:0.95]
traffic light	  0.319715614902	  0.467216981132	@ [catIds = 10 | IoU = 0.5:0.95]
fire hydrant	  0.312331389043	  0.447634069401	@ [catIds = 11 | IoU = 0.5:0.95]
stop sign	  0.710127655798	  0.755445544554	@ [catIds = 13 | IoU = 0.5:0.95]
parking meter	  0.674584486467	           0.744	@ [catIds = 14 | IoU = 0.5:0.95]
bench   	  0.509513070808	  0.593333333333	@ [catIds = 15 | IoU = 0.5:0.95]
bird    	  0.273596083627	  0.436496350365	@ [catIds = 16 | IoU = 0.5:0.95]
cat     	  0.411074638419	  0.490632318501	@ [catIds = 17 | IoU = 0.5:0.95]
dog     	  0.702612849926	  0.786633663366	@ [catIds = 18 | IoU = 0.5:0.95]
horse   	  0.656750589027	            0.75	@ [catIds = 19 | IoU = 0.5:0.95]
sheep   	  0.617338245997	  0.692279411765	@ [catIds = 20 | IoU = 0.5:0.95]
cow     	  0.570258099313	   0.66581920904	@ [catIds = 21 | IoU = 0.5:0.95]
elephant	  0.613162362834	  0.690322580645	@ [catIds = 22 | IoU = 0.5:0.95]
bear    	   0.66114234638	  0.753174603175	@ [catIds = 23 | IoU = 0.5:0.95]
zebra   	  0.721149808315	  0.770422535211	@ [catIds = 24 | IoU = 0.5:0.95]
giraffe 	  0.694753864466	            0.75	@ [catIds = 25 | IoU = 0.5:0.95]
backpack	  0.690251808932	   0.75775862069	@ [catIds = 27 | IoU = 0.5:0.95]
umbrella	  0.209574838719	   0.42371967655	@ [catIds = 28 | IoU = 0.5:0.95]
handbag 	  0.435747900166	  0.563636363636	@ [catIds = 31 | IoU = 0.5:0.95]
tie     	  0.182287679543	   0.38537037037	@ [catIds = 32 | IoU = 0.5:0.95]
suitcase	  0.394139729966	  0.492063492063	@ [catIds = 33 | IoU = 0.5:0.95]
frisbee 	  0.442747368165	  0.588294314381	@ [catIds = 34 | IoU = 0.5:0.95]
skis    	  0.708656919277	  0.773913043478	@ [catIds = 35 | IoU = 0.5:0.95]
snowboard	  0.284399691744	  0.427385892116	@ [catIds = 36 | IoU = 0.5:0.95]
sports ball	  0.390423726834	  0.497101449275	@ [catIds = 37 | IoU = 0.5:0.95]
kite    	  0.507185414104	  0.576153846154	@ [catIds = 38 | IoU = 0.5:0.95]
baseball bat	  0.449794715578	  0.582262996942	@ [catIds = 39 | IoU = 0.5:0.95]
baseball glove	   0.31992040357	   0.43724137931	@ [catIds = 40 | IoU = 0.5:0.95]
skateboard	  0.399153939041	  0.487162162162	@ [catIds = 41 | IoU = 0.5:0.95]
surfboard	  0.582743219179	  0.639106145251	@ [catIds = 42 | IoU = 0.5:0.95]
tennis racket	  0.419291273389	  0.522097378277	@ [catIds = 43 | IoU = 0.5:0.95]
bottle  	  0.530774235022	           0.608	@ [catIds = 44 | IoU = 0.5:0.95]
wine glass	  0.446772216323	  0.595853899309	@ [catIds = 46 | IoU = 0.5:0.95]
cup     	  0.406302696233	  0.524926686217	@ [catIds = 47 | IoU = 0.5:0.95]
fork    	  0.464750543978	  0.615977653631	@ [catIds = 48 | IoU = 0.5:0.95]
knife   	  0.451894472533	  0.579069767442	@ [catIds = 49 | IoU = 0.5:0.95]
spoon   	  0.243756711384	  0.424615384615	@ [catIds = 50 | IoU = 0.5:0.95]
bowl    	  0.224169178029	  0.441106719368	@ [catIds = 51 | IoU = 0.5:0.95]
banana  	  0.439939343369	   0.63772070626	@ [catIds = 52 | IoU = 0.5:0.95]
apple   	  0.263195202809	  0.484054054054	@ [catIds = 53 | IoU = 0.5:0.95]
sandwich	  0.240044095426	  0.493644067797	@ [catIds = 54 | IoU = 0.5:0.95]
orange  	  0.381330316784	  0.592655367232	@ [catIds = 55 | IoU = 0.5:0.95]
broccoli	  0.338665075174	  0.585614035088	@ [catIds = 56 | IoU = 0.5:0.95]
carrot  	  0.247236969701	  0.491987179487	@ [catIds = 57 | IoU = 0.5:0.95]
hot dog 	  0.245699573741	  0.480547945205	@ [catIds = 58 | IoU = 0.5:0.95]
pizza   	  0.403813575706	          0.5176	@ [catIds = 59 | IoU = 0.5:0.95]
donut   	  0.538538634441	  0.655985915493	@ [catIds = 60 | IoU = 0.5:0.95]
cake    	  0.505459782834	  0.661585365854	@ [catIds = 61 | IoU = 0.5:0.95]
chair   	  0.414016566492	  0.601290322581	@ [catIds = 62 | IoU = 0.5:0.95]
couch   	  0.321701926767	  0.493450028233	@ [catIds = 63 | IoU = 0.5:0.95]
potted plant	  0.435150500205	   0.65785440613	@ [catIds = 64 | IoU = 0.5:0.95]
bed     	  0.326375860945	  0.518713450292	@ [catIds = 65 | IoU = 0.5:0.95]
dining table	  0.425207286153	  0.615337423313	@ [catIds = 67 | IoU = 0.5:0.95]
toilet  	  0.298558482346	  0.527625899281	@ [catIds = 70 | IoU = 0.5:0.95]
tv      	  0.626254338772	  0.717877094972	@ [catIds = 72 | IoU = 0.5:0.95]
laptop  	  0.613735151315	  0.716666666667	@ [catIds = 73 | IoU = 0.5:0.95]
mouse   	   0.63344674533	  0.706060606061	@ [catIds = 74 | IoU = 0.5:0.95]
remote  	  0.648486243736	  0.727358490566	@ [catIds = 75 | IoU = 0.5:0.95]
keyboard	   0.40845864925	  0.566077738516	@ [catIds = 76 | IoU = 0.5:0.95]
cell phone	  0.542888005947	  0.664705882353	@ [catIds = 77 | IoU = 0.5:0.95]
microwave	  0.406804940495	  0.558396946565	@ [catIds = 78 | IoU = 0.5:0.95]
oven    	  0.603772232295	  0.727272727273	@ [catIds = 79 | IoU = 0.5:0.95]
toaster 	  0.360526023585	  0.518181818182	@ [catIds = 80 | IoU = 0.5:0.95]
sink    	  0.513521923621	  0.611111111111	@ [catIds = 81 | IoU = 0.5:0.95]
refrigerator	  0.417391381488	           0.584	@ [catIds = 82 | IoU = 0.5:0.95]
book    	  0.590983594337	  0.685714285714	@ [catIds = 84 | IoU = 0.5:0.95]
clock   	  0.184382084618	  0.411691762622	@ [catIds = 85 | IoU = 0.5:0.95]
vase    	  0.536913793379	  0.638202247191	@ [catIds = 86 | IoU = 0.5:0.95]
scissors	  0.404153589536	  0.590510948905	@ [catIds = 87 | IoU = 0.5:0.95]
teddy bear	  0.354866672172	            0.45	@ [catIds = 88 | IoU = 0.5:0.95]
hair drier	  0.514634744097	  0.621052631579	@ [catIds = 89 | IoU = 0.5:0.95]
toothbrush	 0.0931514349592	             0.2	@ [catIds = 90 | IoU = 0.5:0.95]
person  	  0.305988822004	  0.405458089669	@ [catIds = 1 | IoU = 0.55:0.95]
bicycle 	  0.554697759312	  0.630189807512	@ [catIds = 2 | IoU = 0.55:0.95]
car     	  0.315023628171	  0.430290162774	@ [catIds = 3 | IoU = 0.55:0.95]
motorcycle	  0.447298927978	   0.56453481636	@ [catIds = 4 | IoU = 0.55:0.95]
airplane	  0.445068700003	  0.527096578868	@ [catIds = 5 | IoU = 0.55:0.95]
bus     	   0.65199831635	   0.72027972028	@ [catIds = 6 | IoU = 0.55:0.95]
train   	  0.664507994648	  0.735374950923	@ [catIds = 7 | IoU = 0.55:0.95]
truck   	  0.634225326873	  0.719298245614	@ [catIds = 8 | IoU = 0.55:0.95]
boat    	  0.373046071055	   0.59796027912	@ [catIds = 9 | IoU = 0.55:0.95]
