start result analysis from detection_results.pkl
python/lib/python2.7/site-packages/matplotlib/backends/
svg
svg
matplotlib.backends.backend_svg

    Compute the ratio of prediect correct V.S. class error V.S. localization error V.S. BG
    for different category objects' in multi scale
    
IoU threshold is between 0.1 and 0.5
Score threshold is 0.01
ClassName       	Detection Number	Correct                                         	Class error                                     	Localization error                              	BG trap                                         
                	                	small           	medium          	large           	small           	medium          	large           	small           	medium          	large           	small           	medium          	large           
================= unsorted =================
skateboard      	           337.0	 0.0771513353116	  0.240356083086	  0.151335311573	 0.0237388724036	 0.0326409495549	0.00890207715134	 0.0949554896142	 0.0919881305638	 0.0949554896142	  0.103857566766	 0.0623145400593	 0.0178041543027
surfboard       	           679.0	 0.0692194403535	  0.145802650957	 0.0942562592047	0.00589101620029	0.00736377025037	0.00736377025037	  0.166421207658	  0.157584683358	  0.120765832106	  0.120765832106	 0.0662739322533	 0.0382916053019
tennis racket   	           424.0	 0.0778301886792	  0.257075471698	  0.127358490566	 0.0259433962264	0.00943396226415	0.00235849056604	  0.063679245283	   0.13679245283	  0.132075471698	  0.110849056604	 0.0377358490566	 0.0188679245283
bottle          	          2806.0	  0.151104775481	  0.114041339986	 0.0402708481825	  0.015680684248	0.00926585887384	0.00463292943692	  0.206343549537	 0.0965787598004	 0.0299358517463	  0.245901639344	 0.0730577334284	 0.0131860299359
wine glass      	           819.0	  0.136752136752	  0.111111111111	 0.0793650793651	 0.0952380952381	  0.030525030525	  0.015873015873	   0.15873015873	  0.108669108669	 0.0671550671551	  0.150183150183	  0.037851037851	0.00854700854701
cup             	          1963.0	  0.156393275599	  0.154355578197	 0.0713194090678	 0.0402445236882	   0.03158430973	0.00560366785532	  0.109526235354	 0.0529801324503	 0.0188487009679	  0.233316352522	  0.102394294447	 0.0234335201223
fork            	           571.0	 0.0490367775832	  0.136602451839	  0.133099824869	 0.0175131348511	 0.0437828371278	 0.0245183887916	 0.0823117338004	  0.166374781086	  0.113835376532	 0.0998248686515	  0.105078809107	 0.0280210157618
knife           	           964.0	 0.0881742738589	  0.097510373444	 0.0508298755187	 0.0300829875519	 0.0352697095436	 0.0103734439834	  0.203319502075	  0.125518672199	 0.0705394190871	  0.159751037344	  0.104771784232	 0.0238589211618
spoon           	           790.0	 0.0721518987342	 0.0962025316456	 0.0620253164557	 0.0278481012658	  0.053164556962	 0.0126582278481	  0.122784810127	  0.125316455696	 0.0772151898734	  0.216455696203	  0.110126582278	 0.0240506329114
bowl            	          1778.0	  0.066366704162	   0.10911136108	  0.124859392576	 0.0337457817773	 0.0326209223847	 0.0264341957255	  0.041057367829	 0.0539932508436	  0.099550056243	  0.188413948256	  0.151293588301	 0.0725534308211
banana          	          2042.0	 0.0230166503428	 0.0710088148874	 0.0548481880509	0.00048971596474	0.00293829578844	 0.0048971596474	  0.175318315377	  0.265426052889	  0.134671890304	 0.0602350636631	  0.158667972576	 0.0484818805093
apple           	           995.0	 0.0532663316583	 0.0723618090452	 0.0462311557789	 0.0231155778894	0.00603015075377	 0.0160804020101	  0.155778894472	  0.124623115578	 0.0974874371859	   0.18391959799	   0.13567839196	 0.0854271356784
sandwich        	           346.0	  0.014450867052	 0.0635838150289	  0.338150289017	 0.0317919075145	 0.0173410404624	 0.0260115606936	             0.0	 0.0953757225434	  0.280346820809	 0.0202312138728	 0.0578034682081	 0.0549132947977
orange          	           969.0	 0.0557275541796	 0.0908152734778	 0.0856553147575	 0.0123839009288	 0.0381836945304	 0.0227038183695	 0.0846233230134	  0.153766769866	  0.145510835913	  0.119711042312	   0.12693498452	 0.0639834881321
broccoli        	          1680.0	 0.0047619047619	 0.0928571428571	 0.0571428571429	0.000595238095238	 0.0136904761905	  0.014880952381	 0.0553571428571	  0.282738095238	  0.174404761905	 0.0386904761905	  0.166071428571	 0.0988095238095
carrot          	          1961.0	 0.0474247832738	 0.0724120346762	 0.0254971953085	0.00458949515553	 0.0219275879653	 0.0050994390617	  0.189189189189	  0.183579806221	 0.0617032126466	   0.20499745028	  0.150943396226	 0.0326364099949
hot dog         	           254.0	 0.0433070866142	  0.133858267717	  0.169291338583	             0.0	0.00393700787402	 0.0157480314961	 0.0984251968504	  0.236220472441	  0.153543307087	 0.0354330708661	 0.0708661417323	 0.0393700787402
pizza           	           674.0	 0.0222551928783	  0.100890207715	  0.238872403561	 0.0118694362018	0.00445103857567	0.00445103857567	  0.040059347181	  0.143916913947	  0.292284866469	 0.0192878338279	 0.0563798219585	 0.0652818991098
donut           	           896.0	  0.113839285714	  0.103794642857	  0.110491071429	0.00111607142857	0.00892857142857	0.00669642857143	  0.331473214286	  0.137276785714	 0.0758928571429	 0.0502232142857	 0.0368303571429	       0.0234375
cake            	           820.0	 0.0512195121951	  0.123170731707	  0.153658536585	0.00365853658537	0.00731707317073	 0.0219512195122	  0.143902439024	  0.176829268293	  0.179268292683	 0.0451219512195	 0.0512195121951	 0.0426829268293
chair           	          5925.0	 0.0496202531646	  0.110210970464	 0.0720675105485	 0.0951898734177	 0.0410126582278	 0.0344303797468	 0.0899578059072	  0.164219409283	  0.101772151899	 0.0730801687764	   0.11611814346	 0.0523206751055
couch           	           783.0	             0.0	 0.0421455938697	  0.259259259259	             0.0	  0.021711366539	 0.0574712643678	0.00127713920817	 0.0740740740741	  0.425287356322	0.00255427841635	 0.0357598978289	 0.0804597701149
potted plant    	           874.0	 0.0491990846682	  0.169336384439	 0.0995423340961	0.00686498855835	0.00686498855835	0.00572082379863	 0.0606407322654	   0.20823798627	  0.195652173913	 0.0491990846682	 0.0961098398169	 0.0526315789474
bed             	           515.0	0.00194174757282	 0.0116504854369	  0.267961165049	             0.0	0.00388349514563	0.00776699029126	             0.0	 0.0194174757282	  0.576699029126	0.00970873786408	 0.0135922330097	 0.0873786407767
dining table    	          3140.0	0.00891719745223	  0.028025477707	  0.141082802548	 0.0124203821656	 0.0197452229299	 0.0226114649682	 0.0509554140127	  0.106050955414	  0.380891719745	 0.0417197452229	 0.0799363057325	  0.107643312102
toilet          	           354.0	0.00564971751412	 0.0847457627119	  0.361581920904	             0.0	0.00282485875706	 0.0112994350282	0.00282485875706	 0.0621468926554	  0.276836158192	0.00564971751412	 0.0819209039548	  0.104519774011
tv              	           557.0	 0.0341113105925	  0.156193895871	  0.276481149013	0.00359066427289	 0.0233393177738	 0.0377019748654	 0.0143626570916	 0.0610412926391	 0.0915619389587	 0.0305206463196	  0.168761220826	  0.102333931777
laptop          	           455.0	 0.0175824175824	  0.105494505495	  0.318681318681	0.00879120879121	 0.0263736263736	  0.032967032967	0.00879120879121	 0.0747252747253	  0.241758241758	 0.0285714285714	 0.0879120879121	 0.0483516483516
mouse           	           238.0	  0.201680672269	  0.142857142857	  0.063025210084	0.00420168067227	0.00420168067227	             0.0	 0.0588235294118	 0.0210084033613	 0.0126050420168	  0.323529411765	  0.159663865546	0.00840336134454
remote          	           728.0	  0.175824175824	  0.116758241758	 0.0315934065934	  0.010989010989	0.00686813186813	0.00274725274725	  0.193681318681	  0.105769230769	 0.0343406593407	  0.232142857143	 0.0824175824176	0.00686813186813
keyboard        	           337.0	 0.0118694362018	  0.163204747774	  0.234421364985	0.00296735905045	 0.0148367952522	 0.0148367952522	 0.0148367952522	 0.0919881305638	   0.13056379822	  0.100890207715	  0.175074183976	 0.0445103857567
cell phone      	           548.0	  0.166058394161	  0.138686131387	 0.0839416058394	  0.014598540146	0.00547445255474	0.00547445255474	  0.193430656934	 0.0656934306569	 0.0565693430657	  0.149635036496	  0.107664233577	 0.0127737226277
microwave       	            90.0	 0.0444444444444	  0.344444444444	  0.177777777778	 0.0111111111111	 0.0111111111111	 0.0666666666667	 0.0222222222222	 0.0333333333333	 0.0444444444444	 0.0666666666667	  0.133333333333	 0.0444444444444
oven            	           456.0	0.00219298245614	 0.0570175438596	  0.186403508772	0.00219298245614	 0.0109649122807	 0.0175438596491	0.00438596491228	  0.122807017544	  0.364035087719	0.00877192982456	  0.094298245614	  0.129385964912
toaster         	            12.0	 0.0833333333333	  0.333333333333	  0.166666666667	             0.0	             0.0	             0.0	             0.0	  0.166666666667	             0.0	             0.0	            0.25	             0.0
sink            	           827.0	 0.0302297460701	  0.103990326481	 0.0979443772672	0.00120918984281	0.00362756952842	 0.0108827085852	  0.122128174123	  0.209189842805	  0.157194679565	 0.0604594921403	  0.105199516324	 0.0979443772672
refrigerator    	           290.0	             0.0	 0.0413793103448	  0.341379310345	             0.0	0.00344827586207	 0.0241379310345	0.00344827586207	  0.051724137931	             0.3	0.00689655172414	  0.103448275862	  0.124137931034
book            	          5919.0	 0.0895421523906	 0.0437573914513	 0.0141915864166	 0.0131779016726	0.00168947457341	0.00118263220139	  0.350397026525	   0.12772427775	 0.0415610745058	  0.224024328434	 0.0704510897111	  0.022301064369
clock           	           447.0	  0.190156599553	  0.208053691275	  0.116331096197	0.00671140939597	             0.0	             0.0	 0.0782997762864	 0.0380313199105	  0.076062639821	   0.17225950783	 0.0715883668904	 0.0425055928412
vase            	           769.0	  0.113133940182	  0.104031209363	 0.0780234070221	 0.0325097529259	 0.0195058517555	 0.0104031209363	  0.106631989597	 0.0910273081925	 0.0520156046814	  0.218465539662	  0.127438231469	 0.0468140442133
scissors        	            81.0	 0.0123456790123	 0.0740740740741	  0.197530864198	             0.0	             0.0	             0.0	  0.135802469136	  0.111111111111	  0.320987654321	 0.0987654320988	 0.0246913580247	 0.0246913580247
teddy bear      	           465.0	 0.0279569892473	 0.0752688172043	  0.251612903226	             0.0	 0.0150537634409	0.00645161290323	 0.0516129032258	  0.120430107527	  0.249462365591	 0.0365591397849	 0.0967741935484	 0.0688172043011
hair drier      	            16.0	          0.0625	             0.0	            0.25	             0.0	             0.0	             0.0	          0.0625	          0.3125	            0.25	             0.0	          0.0625	             0.0
toothbrush      	           155.0	 0.0903225806452	 0.0903225806452	 0.0645161290323	             0.0	0.00645161290323	             0.0	  0.277419354839	  0.187096774194	 0.0645161290323	  0.141935483871	 0.0774193548387	             0.0
============================================
All Class       	        109445.0	 0.0847640367308	 0.0976015350176	  0.104472566129	 0.0227968385947	 0.0163095618804	 0.0112659326602	  0.170368678332	   0.13356480424	  0.118296861437	  0.127534377998	 0.0748503814701	 0.0381744255105
================== sorted =================
carrot          	          1961.0	 0.0474247832738	 0.0724120346762	 0.0254971953085	0.00458949515553	 0.0219275879653	 0.0050994390617	  0.189189189189	  0.183579806221	 0.0617032126466	   0.20499745028	  0.150943396226	 0.0326364099949
book            	          5919.0	 0.0895421523906	 0.0437573914513	 0.0141915864166	 0.0131779016726	0.00168947457341	0.00118263220139	  0.350397026525	   0.12772427775	 0.0415610745058	  0.224024328434	 0.0704510897111	  0.022301064369
banana          	          2042.0	 0.0230166503428	 0.0710088148874	 0.0548481880509	0.00048971596474	0.00293829578844	 0.0048971596474	  0.175318315377	  0.265426052889	  0.134671890304	 0.0602350636631	  0.158667972576	 0.0484818805093
broccoli        	          1680.0	 0.0047619047619	 0.0928571428571	 0.0571428571429	0.000595238095238	 0.0136904761905	  0.014880952381	 0.0553571428571	  0.282738095238	  0.174404761905	 0.0386904761905	  0.166071428571	 0.0988095238095
skis            	          1189.0	 0.0521446593776	 0.0689655172414	 0.0344827586207	 0.0706476030278	 0.0201850294365	0.00588730025231	  0.225399495374	  0.184188393608	 0.0698065601346	  0.129520605551	  0.112699747687	 0.0260723296888
apple           	           995.0	 0.0532663316583	 0.0723618090452	 0.0462311557789	 0.0231155778894	0.00603015075377	 0.0160804020101	  0.155778894472	  0.124623115578	 0.0974874371859	   0.18391959799	   0.13567839196	 0.0854271356784
boat            	          1968.0	 0.0680894308943	 0.0569105691057	  0.047256097561	0.00711382113821	0.00762195121951	0.00660569105691	  0.183943089431	  0.208333333333	 0.0985772357724	  0.132113821138	  0.128556910569	 0.0548780487805
bench           	          1619.0	  0.035824583076	 0.0580605311921	 0.0784434836319	  0.046942557134	 0.0438542310068	 0.0259419394688	 0.0957381099444	  0.179740580605	  0.176034589253	 0.0802964793082	  0.119827053737	  0.059295861643
dining table    	          3140.0	0.00891719745223	  0.028025477707	  0.141082802548	 0.0124203821656	 0.0197452229299	 0.0226114649682	 0.0509554140127	  0.106050955414	  0.380891719745	 0.0417197452229	 0.0799363057325	  0.107643312102
spoon           	           790.0	 0.0721518987342	 0.0962025316456	 0.0620253164557	 0.0278481012658	  0.053164556962	 0.0126582278481	  0.122784810127	  0.125316455696	 0.0772151898734	  0.216455696203	  0.110126582278	 0.0240506329114
chair           	          5925.0	 0.0496202531646	  0.110210970464	 0.0720675105485	 0.0951898734177	 0.0410126582278	 0.0344303797468	 0.0899578059072	  0.164219409283	  0.101772151899	 0.0730801687764	   0.11611814346	 0.0523206751055
sink            	           827.0	 0.0302297460701	  0.103990326481	 0.0979443772672	0.00120918984281	0.00362756952842	 0.0108827085852	  0.122128174123	  0.209189842805	  0.157194679565	 0.0604594921403	  0.105199516324	 0.0979443772672
orange          	           969.0	 0.0557275541796	 0.0908152734778	 0.0856553147575	 0.0123839009288	 0.0381836945304	 0.0227038183695	 0.0846233230134	  0.153766769866	  0.145510835913	  0.119711042312	   0.12693498452	 0.0639834881321
handbag         	          1504.0	 0.0917553191489	   0.10704787234	 0.0359042553191	 0.0957446808511	 0.0531914893617	 0.0106382978723	  0.103723404255	  0.109707446809	 0.0598404255319	  0.178191489362	  0.115026595745	 0.0392287234043
knife           	           964.0	 0.0881742738589	  0.097510373444	 0.0508298755187	 0.0300829875519	 0.0352697095436	 0.0103734439834	  0.203319502075	  0.125518672199	 0.0705394190871	  0.159751037344	  0.104771784232	 0.0238589211618
toothbrush      	           155.0	 0.0903225806452	 0.0903225806452	 0.0645161290323	             0.0	0.00645161290323	             0.0	  0.277419354839	  0.187096774194	 0.0645161290323	  0.141935483871	 0.0774193548387	             0.0
oven            	           456.0	0.00219298245614	 0.0570175438596	  0.186403508772	0.00219298245614	 0.0109649122807	 0.0175438596491	0.00438596491228	  0.122807017544	  0.364035087719	0.00877192982456	  0.094298245614	  0.129385964912
traffic light   	          1903.0	  0.201261166579	  0.050972149238	0.00788229111929	  0.022070415134	0.000525486074619	0.000525486074619	  0.242249080399	 0.0388859695218	 0.0147136100893	  0.362585391487	 0.0467682606411	 0.0115606936416
bicycle         	           989.0	 0.0556117290192	  0.123356926188	 0.0819009100101	 0.0333670374115	  0.041456016178	 0.0131445904954	   0.14459049545	  0.216380182002	  0.157735085945	  0.046511627907	 0.0525783619818	 0.0333670374115
car             	          6262.0	  0.153944426701	 0.0827211753433	 0.0343340785691	 0.0253912488023	 0.0182050463111	0.00798466943469	  0.262695624401	 0.0967741935484	 0.0431172149473	  0.200255509422	 0.0563717662089	 0.0182050463111
bed             	           515.0	0.00194174757282	 0.0116504854369	  0.267961165049	             0.0	0.00388349514563	0.00776699029126	             0.0	 0.0194174757282	  0.576699029126	0.00970873786408	 0.0135922330097	 0.0873786407767
scissors        	            81.0	 0.0123456790123	 0.0740740740741	  0.197530864198	             0.0	             0.0	             0.0	  0.135802469136	  0.111111111111	  0.320987654321	 0.0987654320988	 0.0246913580247	 0.0246913580247
sheep           	          1172.0	 0.0631399317406	  0.105802047782	  0.115187713311	 0.0042662116041	 0.0136518771331	 0.0162116040956	  0.147610921502	  0.174914675768	  0.153583617747	  0.106655290102	 0.0648464163823	 0.0341296928328
backpack        	           910.0	 0.0923076923077	  0.149450549451	 0.0483516483516	 0.0758241758242	 0.0648351648352	 0.0153846153846	 0.0736263736264	   0.16043956044	 0.0681318681319	 0.0912087912088	  0.112087912088	 0.0483516483516
vase            	           769.0	  0.113133940182	  0.104031209363	 0.0780234070221	 0.0325097529259	 0.0195058517555	 0.0104031209363	  0.106631989597	 0.0910273081925	 0.0520156046814	  0.218465539662	  0.127438231469	 0.0468140442133
bowl            	          1778.0	  0.066366704162	   0.10911136108	  0.124859392576	 0.0337457817773	 0.0326209223847	 0.0264341957255	  0.041057367829	 0.0539932508436	  0.099550056243	  0.188413948256	  0.151293588301	 0.0725534308211
motorcycle      	          1079.0	 0.0305838739574	  0.106580166821	  0.164040778499	 0.0222428174235	 0.0194624652456	 0.0166821130677	 0.0546802594995	  0.253012048193	  0.237256719184	 0.0120481927711	 0.0333642261353	  0.050046339203
couch           	           783.0	             0.0	 0.0421455938697	  0.259259259259	             0.0	  0.021711366539	 0.0574712643678	0.00127713920817	 0.0740740740741	  0.425287356322	0.00255427841635	 0.0357598978289	 0.0804597701149
bird            	          1062.0	   0.14406779661	 0.0866290018832	 0.0715630885122	 0.0075329566855	0.00188323917137	             0.0	  0.361581920904	 0.0819209039548	 0.0659133709981	  0.124293785311	 0.0310734463277	 0.0235404896422
bottle          	          2806.0	  0.151104775481	  0.114041339986	 0.0402708481825	  0.015680684248	0.00926585887384	0.00463292943692	  0.206343549537	 0.0965787598004	 0.0299358517463	  0.245901639344	 0.0730577334284	 0.0131860299359
truck           	          1175.0	 0.0723404255319	  0.115744680851	   0.11914893617	 0.0553191489362	  0.056170212766	 0.0365957446809	 0.0663829787234	  0.108936170213	  0.096170212766	 0.0953191489362	  0.128510638298	 0.0493617021277
surfboard       	           679.0	 0.0692194403535	  0.145802650957	 0.0942562592047	0.00589101620029	0.00736377025037	0.00736377025037	  0.166421207658	  0.157584683358	  0.120765832106	  0.120765832106	 0.0662739322533	 0.0382916053019
kite            	           905.0	  0.188950276243	 0.0618784530387	 0.0585635359116	 0.0397790055249	 0.0187845303867	  0.032044198895	  0.209944751381	  0.103867403315	  0.121546961326	 0.0596685082873	 0.0519337016575	 0.0530386740331
person          	         32848.0	   0.09145153434	  0.102867754506	   0.11580613736	  0.010411592791	0.00870677057964	0.00648441305407	  0.218247686313	  0.132732586459	  0.107860448125	  0.130692888456	 0.0476436921578	 0.0270944958597
hair drier      	            16.0	          0.0625	             0.0	            0.25	             0.0	             0.0	             0.0	          0.0625	          0.3125	            0.25	             0.0	          0.0625	             0.0
potted plant    	           874.0	 0.0491990846682	  0.169336384439	 0.0995423340961	0.00686498855835	0.00686498855835	0.00572082379863	 0.0606407322654	   0.20823798627	  0.195652173913	 0.0491990846682	 0.0961098398169	 0.0526315789474
suitcase        	           810.0	 0.0765432098765	  0.108641975309	  0.133333333333	 0.0148148148148	 0.0283950617284	 0.0148148148148	  0.111111111111	  0.220987654321	  0.167901234568	 0.0234567901235	 0.0567901234568	 0.0432098765432
fork            	           571.0	 0.0490367775832	  0.136602451839	  0.133099824869	 0.0175131348511	 0.0437828371278	 0.0245183887916	 0.0823117338004	  0.166374781086	  0.113835376532	 0.0998248686515	  0.105078809107	 0.0280210157618
snowboard       	           172.0	 0.0755813953488	  0.156976744186	 0.0872093023256	 0.0697674418605	 0.0523255813953	             0.0	  0.156976744186	  0.145348837209	 0.0813953488372	  0.110465116279	 0.0581395348837	0.00581395348837
umbrella        	          1066.0	  0.046904315197	  0.124765478424	  0.148217636023	 0.0403377110694	 0.0459662288931	 0.0187617260788	  0.102251407129	  0.163227016886	  0.180112570356	 0.0356472795497	 0.0553470919325	 0.0384615384615
